id,case_name,url,expected_title,expected_home_text,expected_find_owners_text,expected_veterinarians_text,note
636,HomePage_Case_636,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Element presence 636
637,HomePage_Case_637,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Title check 637
638,HomePage_Case_638,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Layout validation 638
639,HomePage_Case_639,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Link validation 639
640,HomePage_Case_640,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Extended scenario 640
641,HomePage_Case_641,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Baseline scenario 641
642,HomePage_Case_642,http://localhost:8080/,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Root slash scenario 642
643,HomePage_Case_643,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Home page scenario 643
644,HomePage_Case_644,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Navigation scenario 644
645,HomePage_Case_645,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Menu check scenario 645
646,HomePage_Case_646,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Element presence 646
647,HomePage_Case_647,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Title check 647
648,HomePage_Case_648,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Layout validation 648
649,HomePage_Case_649,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Link validation 649
650,HomePage_Case_650,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Extended scenario 650
651,HomePage_Case_651,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Baseline scenario 651
652,HomePage_Case_652,http://localhost:8080/,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Root slash scenario 652
653,HomePage_Case_653,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Home page scenario 653
654,HomePage_Case_654,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Navigation scenario 654
655,HomePage_Case_655,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Menu check scenario 655
656,HomePage_Case_656,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Element presence 656
657,HomePage_Case_657,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Title check 657
658,HomePage_Case_658,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Layout validation 658
659,HomePage_Case_659,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Link validation 659
660,HomePage_Case_660,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Extended scenario 660
661,HomePage_Case_661,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Baseline scenario 661
662,HomePage_Case_662,http://localhost:8080/,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Root slash scenario 662
663,HomePage_Case_663,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Home page scenario 663
664,HomePage_Case_664,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Navigation scenario 664
665,HomePage_Case_665,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Menu check scenario 665
666,HomePage_Case_666,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Element presence 666
667,HomePage_Case_667,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Title check 667
668,HomePage_Case_668,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Layout validation 668
669,HomePage_Case_669,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Link validation 669
670,HomePage_Case_670,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Extended scenario 670
671,HomePage_Case_671,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Baseline scenario 671
672,HomePage_Case_672,http://localhost:8080/,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Root slash scenario 672
673,HomePage_Case_673,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Home page scenario 673
674,HomePage_Case_674,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Navigation scenario 674
675,HomePage_Case_675,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Menu check scenario 675
676,HomePage_Case_676,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Element presence 676
677,HomePage_Case_677,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Title check 677
678,HomePage_Case_678,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Layout validation 678
679,HomePage_Case_679,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Link validation 679
680,HomePage_Case_680,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Extended scenario 680
681,HomePage_Case_681,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Baseline scenario 681
682,HomePage_Case_682,http://localhost:8080/,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Root slash scenario 682
683,HomePage_Case_683,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Home page scenario 683
684,HomePage_Case_684,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Navigation scenario 684
685,HomePage_Case_685,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Menu check scenario 685
686,HomePage_Case_686,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Element presence 686
687,HomePage_Case_687,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Title check 687
688,HomePage_Case_688,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Layout validation 688
689,HomePage_Case_689,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Link validation 689
690,HomePage_Case_690,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Extended scenario 690
691,HomePage_Case_691,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Baseline scenario 691
692,HomePage_Case_692,http://localhost:8080/,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Root slash scenario 692
693,HomePage_Case_693,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Home page scenario 693
694,HomePage_Case_694,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Navigation scenario 694
695,HomePage_Case_695,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Menu check scenario 695
696,HomePage_Case_696,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Element presence 696
697,HomePage_Case_697,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Title check 697
698,HomePage_Case_698,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Layout validation 698
699,HomePage_Case_699,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Link validation 699
700,HomePage_Case_700,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Extended scenario 700
