id,case_name,url,expected_title,expected_home_text,expected_find_owners_text,expected_veterinarians_text,note
573,HomePage_Case_573,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 573
574,HomePage_Case_574,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 574
575,HomePage_Case_575,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 575
576,HomePage_Case_576,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 576
577,HomePage_Case_577,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 577
578,HomePage_Case_578,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 578
579,HomePage_Case_579,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 579
580,HomePage_Case_580,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 580
581,HomePage_Case_581,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 581
582,HomePage_Case_582,http://localhost:8080/,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 582
583,HomePage_Case_583,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 583
584,HomePage_Case_584,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 584
585,HomePage_Case_585,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 585
586,HomePage_Case_586,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 586
587,HomePage_Case_587,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 587
588,HomePage_Case_588,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 588
589,HomePage_Case_589,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 589
590,HomePage_Case_590,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 590
591,HomePage_Case_591,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 591
592,HomePage_Case_592,http://localhost:8080/,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 592
593,HomePage_Case_593,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 593
594,HomePage_Case_594,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 594
595,HomePage_Case_595,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 595
596,HomePage_Case_596,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 596
597,HomePage_Case_597,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 597
598,HomePage_Case_598,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 598
599,HomePage_Case_599,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 599
600,HomePage_Case_600,http://localhost:8080,PetClinic :: a Spring Framework demonstration,Home,Find Owners,Veterinarians,Scenario 600
